Date,AAPL
02/09/2022,155.809998
06/09/2022,154.529999
07/09/2022,155.960007
08/09/2022,154.460007
09/09/2022,157.369995
12/09/2022,163.429993
13/09/2022,153.839996
14/09/2022,155.309998
15/09/2022,152.369995
16/09/2022,150.699997
19/09/2022,154.479996
20/09/2022,156.899994
21/09/2022,153.720001
22/09/2022,152.740005
23/09/2022,150.429993
26/09/2022,150.770004
27/09/2022,151.759995
28/09/2022,149.839996
29/09/2022,142.479996
30/09/2022,138.199997
03/10/2022,142.449997
04/10/2022,146.100006
05/10/2022,146.399994
06/10/2022,145.429993
07/10/2022,140.089996
10/10/2022,140.419998
11/10/2022,138.979996
12/10/2022,138.339996
13/10/2022,142.990005
14/10/2022,138.380005
17/10/2022,142.410004
18/10/2022,143.75
19/10/2022,143.860001
20/10/2022,143.389999
21/10/2022,147.270004
24/10/2022,149.449997
25/10/2022,152.339996
26/10/2022,149.350006
27/10/2022,144.800003
28/10/2022,155.740005
31/10/2022,153.339996
01/11/2022,150.649994
02/11/2022,145.029999
03/11/2022,138.880005
04/11/2022,138.380005
07/11/2022,138.919998
08/11/2022,139.5
09/11/2022,134.869995
10/11/2022,146.869995
11/11/2022,149.699997
14/11/2022,148.279999
15/11/2022,150.039993
16/11/2022,148.789993
17/11/2022,150.720001
18/11/2022,151.289993
21/11/2022,148.009995
22/11/2022,150.179993
23/11/2022,151.070007
25/11/2022,148.110001
28/11/2022,144.220001
29/11/2022,141.169998
30/11/2022,148.029999
01/12/2022,148.309998
02/12/2022,147.809998
05/12/2022,146.630005
06/12/2022,142.910004
07/12/2022,140.940002
08/12/2022,142.649994
09/12/2022,142.160004
12/12/2022,144.490005
13/12/2022,145.470001
14/12/2022,143.210007
15/12/2022,136.5
16/12/2022,134.509995
19/12/2022,132.369995
20/12/2022,132.300003
21/12/2022,135.449997
22/12/2022,132.229996
23/12/2022,131.860001
27/12/2022,130.029999
28/12/2022,126.040001
29/12/2022,129.610001
30/12/2022,129.929993
